case_id,customer_id,case_priority,case_risk_level,highest_risk_score,alert_count,total_transaction_volume_usd,alert_transaction_volume_usd,customer_risk_rating,customer_type,occupation,annual_income_usd,expected_monthly_volume_usd,pep_flag,sanctions_flag,adverse_media_flag,red_flag_count,red_flag_codes,red_flag_descriptions,top_shap_drivers,primary_alert_type,primary_alert_reason,model_rule_agreement,preliminary_disposition,analyst_disposition,investigation_status,analyst_notes,escalation_required,sar_consideration
AML-CUST003970,CUST003970,P3,MEDIUM,28.0,1,62335.04,41700.17,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004054,CUST004054,P3,MEDIUM,28.0,1,29348.21,8723.91,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004167,CUST004167,P3,MEDIUM,28.0,1,29679.44,8163.62,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004344,CUST004344,P3,MEDIUM,28.0,1,21064.99,9252.58,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,log_amount | amount_deviation_from_average | amount_usd,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Behavioral model drivers: log_amount | amount_deviation_from_average | amount_usd,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004411,CUST004411,P3,MEDIUM,28.0,1,23079.83,8105.51,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004461,CUST004461,P3,MEDIUM,28.0,1,47332.26,27317.57,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004482,CUST004482,P3,MEDIUM,28.0,1,19265.14,8347.58,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004750,CUST004750,P3,MEDIUM,28.0,1,34120.5,27315.27,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004759,CUST004759,P3,MEDIUM,28.0,1,58962.38,36258.61,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004855,CUST004855,P3,MEDIUM,28.0,1,28091.36,9429.49,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004857,CUST004857,P3,MEDIUM,28.0,1,76361.93,50000.0,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004995,CUST004995,P3,MEDIUM,28.0,1,24235.11,9562.72,,,,,,0,0,0,3,RF_FUNNEL_BEHAVIOR | RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Activity involves multiple origin countries and elevated transaction frequency. | Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST004777,CUST004777,P3,MEDIUM,26.86,1,27438.38,5413.5,,,,,,0,0,0,2,RF_MULE_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Transaction activity is consistent with the synthetic mule-behavior scenario. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,Low-level monitoring signal,LOW_RISK_AGREEMENT,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000193,CUST000193,P3,MEDIUM,26.75,17,20621.06,12623.88,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000303,CUST000303,P3,MEDIUM,26.75,17,23113.72,15499.73,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000335,CUST000335,P3,MEDIUM,26.75,17,27756.24,20467.72,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000355,CUST000355,P3,MEDIUM,26.75,17,13432.6,9515.26,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,log_amount | transaction_month | adverse_media_flag,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000383,CUST000383,P3,MEDIUM,26.75,12,18666.61,8935.62,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000411,CUST000411,P3,MEDIUM,26.75,10,11163.06,6993.25,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000454,CUST000454,P3,MEDIUM,26.75,14,13086.44,8152.47,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000473,CUST000473,P3,MEDIUM,26.75,16,11365.72,6239.29,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000504,CUST000504,P3,MEDIUM,26.75,8,8581.88,2583.02,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,channel_transaction_ratio | adverse_media_flag | channel_transaction_count,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000528,CUST000528,P3,MEDIUM,26.75,20,22144.75,18264.41,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,log_amount | amount_vs_customer_max | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000562,CUST000562,P3,MEDIUM,26.75,11,15386.71,9508.18,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000594,CUST000594,P3,MEDIUM,26.75,12,13872.38,11959.51,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000611,CUST000611,P3,MEDIUM,26.75,17,10442.81,8253.69,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,log_amount | amount_vs_customer_max | transaction_hour,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000642,CUST000642,P3,MEDIUM,26.75,17,24254.93,18746.88,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000668,CUST000668,P3,MEDIUM,26.75,12,20664.3,5762.97,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000704,CUST000704,P3,MEDIUM,26.75,13,7779.78,5408.94,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000713,CUST000713,P3,MEDIUM,26.75,9,7779.84,4257.85,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000738,CUST000738,P3,MEDIUM,26.75,29,22014.55,19064.81,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_hour | is_night_transaction | is_small_cash_transaction | international_ratio_24h | unique_counterparties | transaction_month,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000815,CUST000815,P3,MEDIUM,26.75,16,17709.96,7069.41,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_hour | log_amount | is_night_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000909,CUST000909,P3,MEDIUM,26.75,16,22970.87,12884.1,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000947,CUST000947,P3,MEDIUM,26.75,10,11335.85,6210.59,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,log_amount | transaction_hour | amount_vs_customer_max,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000954,CUST000954,P3,MEDIUM,26.75,12,10847.15,6014.66,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_month | adverse_media_flag | log_amount,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST000960,CUST000960,P3,MEDIUM,26.75,15,19396.39,12005.38,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001009,CUST001009,P3,MEDIUM,26.75,10,13560.98,10243.55,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,log_amount | amount_deviation_from_average | amount_vs_customer_max,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator; Behavioral model drivers: log_amount | amount_deviation_from_average | amount_vs_customer_max,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001083,CUST001083,P3,MEDIUM,26.75,19,24054.32,9946.86,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,adverse_media_flag | unique_counterparties | customer_total_transactions | log_amount,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001089,CUST001089,P3,MEDIUM,26.75,11,12952.78,5599.68,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001105,CUST001105,P3,MEDIUM,26.75,13,8500.94,4294.54,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_hour | is_night_transaction | adverse_media_flag,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001124,CUST001124,P3,MEDIUM,26.75,14,19874.24,11819.83,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,adverse_media_flag | customer_min_transaction | cash_ratio_24h,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001150,CUST001150,P3,MEDIUM,26.75,23,20918.76,13044.83,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001161,CUST001161,P3,MEDIUM,26.75,11,11495.17,3333.12,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001175,CUST001175,P3,MEDIUM,26.75,10,8594.08,5309.84,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001199,CUST001199,P3,MEDIUM,26.75,16,17253.26,8793.71,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001215,CUST001215,P3,MEDIUM,26.75,12,12708.06,8219.84,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_month | adverse_media_flag | customer_min_transaction,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001271,CUST001271,P3,MEDIUM,26.75,22,14113.77,10441.13,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,international_ratio_24h | is_small_cash_transaction | adverse_media_flag,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
AML-CUST001303,CUST001303,P3,MEDIUM,26.75,16,19185.08,12451.89,,,,,,0,0,1,3,RF_ADVERSE_MEDIA | RF_FUNNEL_BEHAVIOR | RF_MULTIPLE_COUNTERPARTIES,Customer has an adverse-media indicator in the synthetic dataset. | Activity involves multiple origin countries and elevated transaction frequency. | Customer interacted with multiple counterparties.,transaction_month | channel_transaction_ratio | log_amount,GENERAL_TRANSACTION_MONITORING,High rule-engine risk; Adverse media indicator,RULE_HIGH_ML_LOW,STANDARD_REVIEW,PENDING_REVIEW,OPEN,,NO,PENDING_HUMAN_REVIEW
