transaction_id,customer_id,amount_usd,ml_risk_probability,ml_risk_score,ml_risk_level,top_positive_shap_features,top_positive_shap_values,top_negative_shap_features,top_negative_shap_values
TXN00115219,CUST002838,158.74,3.2836130751908237e-09,3.2836130751908237e-07,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.019582 | 1.509443 | 1.502106,cash_ratio_24h | log_amount | transaction_month,-1.796937 | -1.460175 | -1.396581
TXN00090825,CUST002699,13803.86,5.87114599679103e-10,5.87114599679103e-08,LOW,log_amount | amount_deviation_from_average | amount_usd,8.639162 | 5.571886 | 3.852264,amount_vs_customer_average | top_transaction_indicator | customer_volume_share,-4.240588 | -3.591158 | -3.447087
TXN00005368,CUST000388,236.72,2.1001956609112473e-09,2.1001956609112474e-07,LOW,transaction_hour | is_night_transaction | transaction_month,4.149637 | 1.509443 | 1.453584,pep_flag | high_customer_risk | customer_risk_numeric,-1.343559 | -1.231971 | -0.781476
TXN00100348,CUST000650,514.85,8.597827044022826e-10,8.597827044022825e-08,LOW,transaction_month | transaction_hour | log_amount,2.403639 | 1.974775 | 1.194799,international_ratio_24h | is_night_transaction | unique_counterparties,-1.361817 | -0.530345 | -0.528939
TXN00064142,CUST000627,2468.97,4.414583696411261e-09,4.414583696411261e-07,LOW,log_amount | transaction_hour | amount_vs_customer_max,4.741831 | 3.279692 | 1.569741,transaction_month | pep_flag | high_customer_risk,-1.871608 | -1.343559 | -1.231971
SCN01390001,CUST000139,14998.91,0.9999999819964974,99.99999819964974,CRITICAL,log_amount | rapid_transaction_indicator | suspicious_transaction_ratio,8.827195 | 5.711653 | 5.049321,top_transaction_indicator | amount_squared | amount_vs_customer_average,-3.591158 | -2.465773 | -1.156133
TXN00021435,CUST003808,627.33,1.234064724138128e-10,1.234064724138128e-08,LOW,log_amount | transaction_hour | international_ratio_24h,1.641533 | 1.539802 | 1.248694,transaction_month | is_night_transaction | customer_risk_numeric,-2.346636 | -0.530345 | -0.363574
TXN00053135,CUST004771,1939.46,8.721554994424051e-07,8.721554994424051e-05,LOW,log_amount | transaction_hour | is_night_transaction,4.195374 | 3.714664 | 1.509443,transaction_month | transaction_day | amount_vs_customer_average,-0.921553 | -0.336514 | -0.325737
TXN00004164,CUST001067,320.9,4.6213271135800637e-07,4.621327113580064e-05,LOW,transaction_hour | transaction_month | is_night_transaction,4.149637 | 1.928612 | 1.509443,amount_deviation_from_average | amount_vs_customer_max | unique_counterparties,-0.609919 | -0.345254 | -0.289058
TXN00008191,CUST002473,536.42,9.197986704498251e-09,9.197986704498251e-07,LOW,transaction_hour | channel_transaction_ratio | log_amount,1.539802 | 1.297398 | 1.287574,is_night_transaction | is_weekend | suspicious_transaction_ratio,-0.530345 | -0.430003 | -0.276996
TXN00008743,CUST003659,797.55,3.976088876064612e-11,3.976088876064612e-09,LOW,transaction_hour | log_amount | structuring_ratio,2.844720 | 2.184482 | 0.341196,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.802751 | -1.361817 | -1.357945
TXN00101955,CUST004232,309.54,2.6254145236068778e-14,2.6254145236068776e-12,LOW,cash_ratio_24h | is_weekend | structuring_customer_count,0.268508 | 0.202354 | 0.168157,transaction_hour | international_ratio_24h | channel_transaction_ratio,-2.809922 | -1.361817 | -0.749685
TXN00066988,CUST000507,78.15,6.262602325703782e-13,6.262602325703783e-11,LOW,is_night_transaction | international_ratio_24h | transaction_month,1.509443 | 1.248694 | 0.978557,transaction_hour | log_amount | unique_counterparties,-4.114839 | -3.050536 | -0.528939
TXN00037470,CUST000532,1050.22,2.6961626222178263e-09,2.6961626222178265e-07,LOW,log_amount | transaction_hour | transaction_month,2.807101 | 2.409747 | 1.453584,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
TXN00063321,CUST000343,3649.94,7.422295925732834e-10,7.422295925732833e-08,LOW,log_amount | transaction_month | amount_vs_customer_max,5.626874 | 1.928612 | 1.583803,customer_volume_share | amount_vs_customer_average | channel_transaction_ratio,-1.848824 | -1.781843 | -1.468601
TXN00115657,CUST001317,109.4,1.5998013710446332e-10,1.5998013710446333e-08,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,4.149637 | 1.509443 | 1.041513,log_amount | cash_ratio_24h | international_ratio_24h,-2.296883 | -1.796937 | -1.361817
TXN00039021,CUST000783,267.45,5.2699460578424113e-11,5.269946057842411e-09,LOW,international_ratio_24h | transaction_hour | transaction_month,1.248694 | 1.104830 | 0.978557,channel_transaction_ratio | channel_transaction_count | is_night_transaction,-1.269710 | -0.849351 | -0.530345
TXN00063207,CUST004817,2027.69,1.5704155889249455e-10,1.5704155889249456e-08,LOW,log_amount | international_ratio_24h | amount_deviation_from_average,4.296080 | 1.248694 | 0.570649,transaction_month | average_transaction_30d | transaction_hour,-2.346636 | -0.763961 | -0.635060
TXN00053128,CUST001153,1628.56,1.461042892436001e-12,1.461042892436001e-10,LOW,log_amount | amount_deviation_from_average | amount_vs_customer_max,3.799903 | 0.546284 | 0.516870,transaction_month | transaction_hour | international_ratio_24h,-2.346636 | -1.939977 | -1.361817
TXN00116074,CUST004625,1235.6,9.201176130706825e-13,9.201176130706825e-11,LOW,log_amount | is_small_cash_transaction | transaction_hour,3.174940 | 0.776018 | 0.669858,cash_ratio_24h | channel_transaction_ratio | international_ratio_24h,-1.796937 | -1.468601 | -1.361817
TXN00066676,CUST002801,382.52,1.7394449383750036e-10,1.7394449383750035e-08,LOW,international_ratio_24h | transaction_hour | channel_transaction_ratio,1.248694 | 1.104830 | 0.586606,transaction_month | is_night_transaction | transaction_day_of_week,-1.871608 | -0.530345 | -0.352400
TXN00084354,CUST003507,513.99,4.5724431176751564e-10,4.5724431176751564e-08,LOW,international_ratio_24h | log_amount | customer_min_transaction,1.248694 | 1.191020 | 0.545046,transaction_month | is_night_transaction | suspicious_transaction_ratio,-0.921553 | -0.530345 | -0.276996
TXN00105491,CUST003874,1751.92,9.018860297871084e-12,9.018860297871084e-10,LOW,log_amount | international_ratio_24h | transaction_hour,3.965173 | 1.248694 | 1.104830,transaction_month | cash_ratio_24h | channel_transaction_ratio,-1.871608 | -1.796937 | -1.261455
TXN00113930,CUST002140,512.02,8.44750629145593e-13,8.44750629145593e-11,LOW,log_amount | transaction_hour | channel_transaction_ratio,1.182340 | 0.669858 | 0.378537,international_ratio_24h | high_customer_risk | transaction_month,-1.361817 | -1.231971 | -0.921553
TXN00010753,CUST000500,132.03,1.5535048769580718e-13,1.5535048769580718e-11,LOW,transaction_hour | is_small_cash_transaction | transaction_month,2.844720 | 0.776018 | 0.503529,log_amount | channel_transaction_ratio | cash_ratio_24h,-1.874575 | -1.818920 | -1.796937
TXN00065173,CUST003410,610.8,6.71098059503742e-11,6.710980595037419e-09,LOW,transaction_hour | log_amount | is_small_cash_transaction,2.844720 | 1.581153 | 0.776018,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
TXN00115433,CUST003715,176.65,4.3961475368070286e-15,4.3961475368070285e-13,LOW,is_night_transaction | international_ratio_24h | is_small_cash_transaction,1.509443 | 1.248694 | 0.776018,transaction_hour | transaction_month | cash_ratio_24h,-4.114839 | -2.346636 | -1.796937
TXN00119345,CUST004827,1249.16,1.4332615940603539e-09,1.433261594060354e-07,LOW,log_amount | transaction_hour | transaction_month,3.199639 | 1.974775 | 1.453584,channel_transaction_ratio | channel_transaction_count | counterparty_diversity_ratio,-1.576391 | -1.188414 | -1.035763
TXN00036510,CUST001960,407.57,1.7556709651788498e-11,1.7556709651788497e-09,LOW,transaction_hour | log_amount | channel_transaction_ratio,1.539802 | 0.666750 | 0.529742,transaction_month | international_ratio_24h | is_night_transaction,-1.396581 | -1.361817 | -0.530345
TXN00076990,CUST003263,132.09,5.726542031786663e-13,5.7265420317866625e-11,LOW,international_ratio_24h | cash_ratio_24h | amount_vs_customer_average,1.248694 | 0.268508 | 0.243456,log_amount | transaction_hour | transaction_month,-1.873554 | -1.505005 | -1.396581
TXN00014454,CUST000744,317.75,1.931520483101779e-11,1.931520483101779e-09,LOW,international_ratio_24h | transaction_month | unique_destination_countries,1.248694 | 0.503529 | 0.335847,transaction_hour | is_night_transaction | unique_counterparties,-1.505005 | -0.530345 | -0.349028
TXN00050864,CUST004049,428.71,7.154949131950407e-09,7.154949131950407e-07,LOW,transaction_hour | transaction_month | is_night_transaction,4.584609 | 2.403639 | 1.509443,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.608728 | -1.361817 | -1.188414
TXN00113018,CUST003927,970.91,4.865022614734989e-11,4.865022614734989e-09,LOW,log_amount | rule_alert_ratio | international_ratio_24h,2.629441 | 1.514421 | 1.248694,cash_ratio_24h | pep_flag | high_customer_risk,-1.796937 | -1.343559 | -1.231971
TXN00021415,CUST001786,2392.15,9.591000926615604e-10,9.591000926615604e-08,LOW,log_amount | transaction_hour | international_ratio_24h,4.670273 | 1.539802 | 1.248694,channel_transaction_ratio | transaction_month | amount_vs_customer_average,-1.217337 | -0.921553 | -0.876603
TXN00096240,CUST002014,549.63,2.7421079376675213e-11,2.742107937667521e-09,LOW,transaction_month | is_night_transaction | log_amount,1.928612 | 1.509443 | 1.342571,transaction_hour | structuring_customer_count | customer_risk_numeric,-4.549811 | -0.652121 | -0.363574
TXN00023116,CUST000038,1091.35,1.6792677806904566e-08,1.6792677806904565e-06,LOW,suspicious_transaction_ratio | channel_transaction_count | log_amount,5.049321 | 3.727991 | 2.894024,amount_deviation_from_average | transaction_month | customer_total_volume,-5.402218 | -2.821663 | -2.372571
TXN00088014,CUST002597,1900.04,1.2200983847967423e-14,1.2200983847967424e-12,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,4.148891 | 1.826970 | 0.693851,top_transaction_indicator | transaction_hour | customer_volume_share,-3.591158 | -2.809922 | -1.429722
TXN00096515,CUST001854,1381.76,1.0588839741911142e-08,1.0588839741911142e-06,LOW,log_amount | international_ratio_24h | transaction_hour,3.427955 | 1.248694 | 1.104830,is_night_transaction | amount_vs_customer_average | customer_volume_share,-0.530345 | -0.511058 | -0.393510
TXN00009742,CUST004458,75.02,4.5411495277065116e-13,4.5411495277065114e-11,LOW,international_ratio_24h | amount_vs_customer_average | cash_ratio_24h,1.248694 | 0.281818 | 0.268508,log_amount | transaction_month | is_night_transaction,-3.141917 | -0.921553 | -0.530345
TXN00105390,CUST002001,311.52,3.017468744812007e-11,3.017468744812007e-09,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.019582 | 1.509443 | 1.248694,transaction_month | pep_flag | high_customer_risk,-1.396581 | -1.343559 | -1.231971
TXN00061651,CUST000622,247.66,4.7020028671406515e-14,4.702002867140652e-12,LOW,channel_transaction_ratio | structuring_ratio | cash_ratio_24h,0.773443 | 0.447693 | 0.268508,transaction_hour | international_ratio_24h | counterparty_diversity_ratio,-2.809922 | -1.361817 | -1.298124
TXN00012356,CUST004882,429.53,7.251528249463285e-09,7.251528249463285e-07,LOW,transaction_hour | transaction_month | is_night_transaction,5.019582 | 1.928612 | 1.509443,cash_ratio_24h | international_ratio_24h | channel_transaction_count,-1.796937 | -1.361817 | -0.679820
TXN00103584,CUST004921,8.01,1.7879897951017683e-17,1.7879897951017683e-15,LOW,amount_vs_customer_average | customer_volume_share | cash_ratio_24h,0.342161 | 0.304463 | 0.268508,log_amount | transaction_month | international_ratio_24h,-7.972005 | -1.871608 | -1.361817
TXN00060080,CUST003934,1956.68,4.895375327477127e-11,4.8953753274771274e-09,LOW,log_amount | international_ratio_24h | amount_vs_customer_max,4.215384 | 1.248694 | 0.842454,transaction_hour | transaction_month | customer_volume_share,-3.244894 | -0.921553 | -0.549448
TXN00095671,CUST003601,14.44,1.4545783881668908e-14,1.4545783881668909e-12,LOW,is_night_transaction | international_ratio_24h | channel_transaction_count,1.509443 | 1.248694 | 0.676429,log_amount | transaction_hour | amount_vs_customer_max,-6.752115 | -4.549811 | -0.354886
TXN00085208,CUST001836,8568.26,1.465914299515728e-06,0.0001465914299515728,LOW,log_amount | amount_deviation_from_average | amount_usd,7.559208 | 3.014532 | 2.316732,transaction_hour | amount_vs_customer_average | customer_volume_share,-2.374949 | -1.538035 | -1.514854
TXN00008807,CUST004090,62.06,5.504719530565125e-11,5.5047195305651254e-09,LOW,transaction_hour | is_night_transaction | international_ratio_24h,3.714664 | 1.509443 | 1.248694,log_amount | cash_ratio_24h | transaction_month,-3.565234 | -1.796937 | -0.921553
TXN00101559,CUST004797,103.9,1.3712410086058446e-12,1.3712410086058447e-10,LOW,transaction_hour | transaction_month | is_night_transaction,3.714664 | 2.403639 | 1.509443,log_amount | channel_transaction_ratio | international_ratio_24h,-2.412621 | -1.558282 | -1.361817
TXN00052223,CUST003388,127.47,4.910045634940061e-13,4.910045634940061e-11,LOW,transaction_month | international_ratio_24h | cash_ratio_24h,1.928612 | 1.248694 | 0.268508,log_amount | transaction_hour | channel_transaction_ratio,-1.953570 | -1.505005 | -1.293441
TXN00051992,CUST002093,45.7,1.043564133713161e-12,1.043564133713161e-10,LOW,rapid_transaction_indicator | transactions_24h | amount_vs_customer_average,5.711653 | 0.440089 | 0.320811,log_amount | transaction_hour | transaction_month,-4.245455 | -2.374949 | -2.346636
TXN00099289,CUST001767,220.7,5.156709904652585e-14,5.1567099046525845e-12,LOW,international_ratio_24h | transactions_7d | transactions_24h,1.248694 | 0.677483 | 0.440089,transaction_hour | channel_transaction_count | channel_transaction_ratio,-3.679867 | -1.018882 | -0.990518
TXN00088503,CUST002802,65.64,2.4856836921301878e-08,2.4856836921301876e-06,LOW,transaction_hour | channel_transaction_ratio | is_night_transaction,5.019582 | 1.983636 | 1.509443,log_amount | transaction_month | transaction_day_of_week,-3.440174 | -0.446526 | -0.352400
TXN00050755,CUST000420,1072.18,3.562662491825835e-11,3.562662491825835e-09,LOW,log_amount | international_ratio_24h | transaction_month,2.853926 | 1.248694 | 0.503529,transaction_hour | channel_transaction_ratio | channel_transaction_count,-1.939977 | -1.322868 | -1.018882
TXN00006218,CUST002016,492.91,5.257190222492791e-06,0.000525719022249279,LOW,transaction_hour | transaction_month | is_night_transaction,5.454554 | 2.403639 | 1.509443,international_ratio_24h | suspicious_transaction_ratio | transaction_day,-1.361817 | -0.276996 | -0.257981
TXN00099909,CUST001210,739.56,2.1524503197817987e-11,2.1524503197817986e-09,LOW,log_amount | channel_transaction_ratio | channel_transaction_count,2.013735 | 1.404017 | 0.845961,transaction_month | international_ratio_24h | is_night_transaction,-2.346636 | -1.361817 | -0.530345
TXN00078667,CUST004291,682.17,2.3157913485275697e-08,2.3157913485275697e-06,LOW,transaction_hour | log_amount | international_ratio_24h,1.974775 | 1.831049 | 1.248694,is_night_transaction | suspicious_transaction_ratio | is_small_cash_transaction,-0.530345 | -0.276996 | -0.115957
TXN00023157,CUST002508,53.68,6.637949590804126e-13,6.637949590804126e-11,LOW,international_ratio_24h | channel_transaction_ratio | channel_transaction_count,1.248694 | 1.139930 | 0.845961,log_amount | transaction_hour | is_night_transaction,-3.888171 | -1.939977 | -0.530345
TXN00039791,CUST003254,187.33,1.3093102332913572e-11,1.3093102332913573e-09,LOW,transaction_hour | international_ratio_24h | cash_ratio_24h,1.539802 | 1.248694 | 0.268508,transaction_month | log_amount | is_night_transaction,-1.396581 | -1.087277 | -0.530345
TXN00006246,CUST001411,1676.83,5.132977209709553e-06,0.0005132977209709554,LOW,transaction_hour | log_amount | transaction_month,5.019582 | 3.866016 | 2.403639,cash_ratio_24h | amount_vs_customer_average | customer_volume_share,-1.796937 | -0.970407 | -0.692605
TXN00023626,CUST003303,401.02,4.583306320169279e-14,4.583306320169279e-12,LOW,log_amount | amount_vs_customer_max | international_ratio,0.630148 | 0.340967 | 0.290949,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.748856 | -1.361817 | -1.357945
TXN00000006,CUST004887,3906.21,1.5612247309006996e-12,1.5612247309006996e-10,LOW,log_amount | amount_vs_customer_max | is_night_transaction,5.780516 | 1.826970 | 1.509443,transaction_hour | top_transaction_indicator | transaction_month,-4.549811 | -3.591158 | -2.821663
TXN00081629,CUST000766,1698.1,3.012297012202529e-08,3.0122970122025287e-06,LOW,transaction_hour | log_amount | is_night_transaction,4.149637 | 3.894547 | 1.509443,transaction_month | amount_vs_customer_average | customer_volume_share,-2.346636 | -1.131693 | -1.002497
TXN00115996,CUST004903,22.23,8.417437959179127e-13,8.417437959179128e-11,LOW,transaction_hour | is_night_transaction | is_small_cash_transaction,5.454554 | 1.509443 | 0.776018,log_amount | transaction_month | cash_ratio_24h,-5.826976 | -1.871608 | -1.796937
SCN00600017,CUST000060,8553.65,0.9999999929229977,99.99999929229976,CRITICAL,transactions_24h | log_amount | rapid_transaction_indicator,8.822739 | 7.555343 | 5.711653,structuring_customer_count | volume_30d | transaction_hour,-2.702815 | -2.693516 | -1.939977
TXN00064401,CUST003620,198.29,1.677692197142458e-07,1.677692197142458e-05,LOW,transaction_hour | is_night_transaction | transaction_month,5.019582 | 1.509443 | 1.453584,log_amount | channel_transaction_ratio | suspicious_transaction_ratio,-0.959167 | -0.424012 | -0.276996
TXN00047911,CUST002703,252.78,8.54011241580764e-10,8.540112415807641e-08,LOW,transaction_month | channel_transaction_ratio | international_ratio_24h,1.453584 | 1.404017 | 1.248694,is_night_transaction | log_amount | unique_destination_countries,-0.530345 | -0.411745 | -0.369714
TXN00105033,CUST004402,97.2,1.6925607906806164e-13,1.6925607906806163e-11,LOW,transaction_month | channel_transaction_ratio | amount_vs_customer_average,1.453584 | 0.493187 | 0.297343,log_amount | transaction_hour | international_ratio_24h,-2.562102 | -1.505005 | -1.361817
TXN00110471,CUST004009,1149.4,2.9392036672511415e-09,2.9392036672511413e-07,LOW,log_amount | transaction_month | transaction_hour,3.011293 | 1.928612 | 1.539802,international_ratio_24h | is_night_transaction | amount_vs_customer_average,-1.361817 | -0.530345 | -0.467958
TXN00014652,CUST003222,1408.28,1.224033124518229e-12,1.2240331245182292e-10,LOW,log_amount | channel_transaction_ratio | channel_transaction_count,3.470981 | 1.240535 | 1.015492,transaction_month | transaction_hour | cash_ratio_24h,-2.821663 | -2.809922 | -1.796937
TXN00001234,CUST002176,910.37,2.6813211846812056e-12,2.6813211846812056e-10,LOW,log_amount | is_night_transaction | international_ratio_24h,2.483781 | 1.509443 | 1.248694,transaction_hour | channel_transaction_count | channel_transaction_ratio,-4.549811 | -1.018882 | -0.990518
TXN00117822,CUST000482,92.43,1.7649008010203844e-13,1.7649008010203843e-11,LOW,transaction_month | channel_transaction_ratio | cash_ratio_24h,2.403639 | 0.529742 | 0.268508,transaction_hour | log_amount | international_ratio_24h,-3.244894 | -2.674876 | -1.361817
TXN00048055,CUST001477,410.55,3.2526022516006423e-12,3.2526022516006425e-10,LOW,is_small_cash_transaction | log_amount | channel_transaction_ratio,0.776018 | 0.683209 | 0.423123,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
TXN00076108,CUST001533,155.66,2.661581063051347e-12,2.661581063051347e-10,LOW,transaction_month | transaction_hour | amount_vs_customer_average,1.928612 | 1.539802 | 0.286388,log_amount | channel_transaction_ratio | international_ratio_24h,-1.504270 | -1.398537 | -1.361817
TXN00060648,CUST001503,1472.01,9.077509987255704e-12,9.077509987255704e-10,LOW,log_amount | international_ratio_24h | amount_vs_customer_max,3.571152 | 1.248694 | 0.544951,transaction_hour | transaction_month | channel_transaction_ratio,-2.374949 | -2.346636 | -0.616624
TXN00046081,CUST000168,1004.72,2.7851830777471482e-12,2.7851830777471484e-10,LOW,log_amount | is_small_cash_transaction | channel_transaction_count,2.706888 | 0.776018 | 0.676429,transaction_month | cash_ratio_24h | international_ratio_24h,-2.821663 | -1.796937 | -1.361817
TXN00045885,CUST001321,686.93,7.700219797345199e-12,7.700219797345198e-10,LOW,log_amount | international_ratio_24h | channel_transaction_ratio,1.846774 | 1.248694 | 0.560448,transaction_hour | transaction_month | is_night_transaction,-2.809922 | -1.396581 | -0.530345
TXN00004436,CUST003703,100.92,1.2952288415623608e-10,1.2952288415623609e-08,LOW,transaction_hour | is_night_transaction | cash_ratio_24h,3.714664 | 1.509443 | 0.268508,log_amount | international_ratio_24h | unique_counterparties,-2.477892 | -1.361817 | -0.289058
TXN00014961,CUST002389,411.28,7.665687495243184e-14,7.665687495243184e-12,LOW,channel_transaction_ratio | log_amount | channel_transaction_count,0.804582 | 0.687223 | 0.676429,transaction_month | transaction_hour | international_ratio_24h,-2.821663 | -2.374949 | -1.361817
TXN00096323,CUST004064,591.48,8.400849256096183e-12,8.400849256096182e-10,LOW,log_amount | international_ratio_24h | is_small_cash_transaction,1.508478 | 1.248694 | 0.776018,cash_ratio_24h | transaction_hour | is_night_transaction,-1.796937 | -1.505005 | -0.530345
TXN00040483,CUST004426,196.58,5.20658517063314e-11,5.20658517063314e-09,LOW,transaction_hour | transaction_month | channel_transaction_ratio,1.974775 | 0.978557 | 0.368629,international_ratio_24h | log_amount | is_night_transaction,-1.361817 | -0.978684 | -0.530345
TXN00058082,CUST004686,7899.93,7.671993138903908e-11,7.671993138903908e-09,LOW,log_amount | amount_deviation_from_average | amount_usd,7.375303 | 3.157896 | 2.120720,top_transaction_indicator | customer_volume_share | amount_vs_customer_average,-3.591158 | -3.316398 | -3.229585
TXN00042685,CUST001385,38.36,2.211112274882896e-12,2.2111122748828962e-10,LOW,transaction_hour | international_ratio_24h | unique_counterparties,2.409747 | 1.248694 | 0.370617,log_amount | transaction_month | is_night_transaction,-4.632725 | -1.871608 | -0.530345
TXN00117445,CUST002349,163.4,6.070977312301339e-12,6.070977312301339e-10,LOW,transaction_hour | transaction_month | is_night_transaction,5.454554 | 2.403639 | 1.509443,average_transaction_30d | cash_ratio_24h | log_amount,-2.441651 | -1.796937 | -1.395050
TXN00095461,CUST001752,3094.55,9.19365933333453e-12,9.19365933333453e-10,LOW,log_amount | is_night_transaction | amount_vs_customer_max,5.253136 | 1.509443 | 1.486296,transaction_hour | transaction_month | international_ratio_24h,-4.114839 | -1.871608 | -1.361817
TXN00033922,CUST003207,27.59,1.0444310595956895e-13,1.0444310595956895e-11,LOW,international_ratio_24h | channel_transaction_count | channel_transaction_ratio,1.248694 | 1.015492 | 0.818645,log_amount | transaction_hour | is_night_transaction,-5.356771 | -3.679867 | -0.530345
TXN00034913,CUST003089,1091.89,2.0526469591199676e-09,2.0526469591199676e-07,LOW,transaction_hour | log_amount | is_night_transaction,4.149637 | 2.895144 | 1.509443,transaction_month | international_ratio_24h | amount_vs_customer_average,-2.821663 | -1.361817 | -0.493791
TXN00002951,CUST003902,1220.77,4.120742241371099e-10,4.120742241371099e-08,LOW,log_amount | transaction_hour | is_small_cash_transaction,3.147614 | 2.409747 | 0.776018,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
SCN00930005,CUST000093,14096.79,0.9999973168960526,99.99973168960527,CRITICAL,log_amount | suspicious_transaction_ratio | rapid_transaction_indicator,8.686717 | 6.450983 | 5.711653,average_transaction_30d | amount_squared | volume_30d,-4.260038 | -2.175517 | -1.997882
TXN00036934,CUST000470,33.61,9.543788615158436e-15,9.543788615158437e-13,LOW,transaction_month | is_night_transaction | is_small_cash_transaction,2.403639 | 1.509443 | 0.776018,log_amount | transaction_hour | cash_ratio_24h,-4.923997 | -4.114839 | -1.796937
TXN00056088,CUST001025,482.49,1.1801331152674334e-13,1.1801331152674333e-11,LOW,is_night_transaction | international_ratio_24h | log_amount,1.509443 | 1.248694 | 1.048072,transaction_hour | transaction_month | channel_transaction_ratio,-4.114839 | -1.396581 | -1.293441
TXN00017472,CUST002437,659.38,1.1037270229270896e-10,1.1037270229270896e-08,LOW,transaction_month | log_amount | international_ratio_24h,2.403639 | 1.754207 | 1.248694,transaction_hour | cash_ratio_24h | is_night_transaction,-2.809922 | -1.796937 | -0.530345
TXN00119174,CUST002934,384.47,9.089645897386555e-08,9.089645897386554e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.019582 | 1.509443 | 1.248694,transaction_month | is_weekend | unique_counterparties,-0.446526 | -0.430003 | -0.408998
SCN01160019,CUST000116,2931.76,0.9999966491768933,99.99966491768933,CRITICAL,transactions_24h | suspicious_transaction_ratio | rapid_transaction_indicator,9.870570 | 6.114584 | 5.711653,transaction_hour | volume_30d | structuring_customer_count,-2.809922 | -1.965252 | -1.882537
TXN00084540,CUST004838,249.32,1.3911320965044653e-10,1.3911320965044654e-08,LOW,transaction_hour | transaction_month | is_small_cash_transaction,2.844720 | 1.928612 | 0.776018,cash_ratio_24h | international_ratio_24h | is_night_transaction,-1.796937 | -1.361817 | -0.530345
TXN00050341,CUST002272,49.16,1.8801764703350495e-11,1.8801764703350493e-09,LOW,transaction_hour | is_night_transaction | transactions_24h,3.714664 | 1.509443 | 0.440089,log_amount | channel_transaction_count | channel_transaction_ratio,-4.083580 | -0.679820 | -0.480332
TXN00009275,CUST004485,182.68,1.7127129161488326e-12,1.7127129161488326e-10,LOW,channel_transaction_ratio | transaction_hour | channel_transaction_count,0.913570 | 0.669858 | 0.506898,transaction_month | international_ratio_24h | log_amount,-1.871608 | -1.361817 | -1.143899
TXN00074693,CUST003862,988.12,2.8061925424332537e-06,0.00028061925424332536,LOW,transaction_hour | log_amount | is_night_transaction,4.584609 | 2.669194 | 1.509443,suspicious_transaction_ratio | unique_destination_countries | amount_vs_customer_average,-0.276996 | -0.228602 | -0.205091
TXN00028635,CUST004690,176.82,1.945142552474668e-08,1.945142552474668e-06,LOW,transaction_hour | is_night_transaction | international_ratio_24h,5.454554 | 1.509443 | 1.248694,cash_ratio_24h | log_amount | unique_counterparties,-1.796937 | -1.217332 | -0.289058
TXN00095792,CUST003530,269.33,1.1205431401237727e-12,1.1205431401237727e-10,LOW,international_ratio_24h | cash_ratio_24h | amount_vs_customer_average,1.248694 | 0.268508 | 0.209176,transaction_hour | channel_transaction_ratio | channel_transaction_count,-1.505005 | -1.087453 | -0.849351
TXN00091433,CUST003767,2145.15,5.542082322339195e-12,5.542082322339195e-10,LOW,log_amount | amount_vs_customer_max | amount_deviation_from_average,4.423556 | 1.826970 | 0.773593,top_transaction_indicator | international_ratio_24h | amount_vs_customer_average,-3.591158 | -1.361817 | -0.996076
TXN00051790,CUST003461,233.95,1.8010928450570188e-08,1.8010928450570189e-06,LOW,transaction_hour | is_night_transaction | channel_transaction_ratio,5.454554 | 1.509443 | 1.404017,international_ratio_24h | log_amount | transaction_month,-1.361817 | -0.586351 | -0.446526
TXN00081582,CUST004799,931.22,1.0437471302285499e-11,1.0437471302285499e-09,LOW,log_amount | transaction_month | international_ratio_24h,2.535011 | 2.403639 | 1.248694,cash_ratio_24h | transaction_hour | channel_transaction_ratio,-1.796937 | -1.505005 | -1.440575
TXN00080985,CUST002601,218.8,2.984824447702488e-10,2.984824447702488e-08,LOW,transaction_hour | is_night_transaction | customer_min_transaction,4.149637 | 1.509443 | 0.268616,transaction_month | international_ratio_24h | log_amount,-1.396581 | -1.361817 | -0.737312
TXN00033825,CUST004723,740.6,1.6869582265555652e-08,1.6869582265555653e-06,LOW,transaction_hour | log_amount | is_night_transaction,3.714664 | 2.016914 | 1.509443,cash_ratio_24h | international_ratio_24h | unique_counterparties,-1.796937 | -1.361817 | -0.289058
TXN00028206,CUST003845,394.38,1.3451312654917055e-12,1.3451312654917055e-10,LOW,unique_counterparties | customer_total_transactions | transaction_hour,0.790410 | 0.722003 | 0.669858,channel_transaction_ratio | international_ratio_24h | channel_transaction_count,-1.576391 | -1.361817 | -1.018882
